Distance,Size,Direction,Time,Distance Traveled,Errors
300,64,-1,0.8149933815002441,49.24428900898052,0
300,128,1,0.45283079147338867,118.30891766895681,0
500,256,1,0.4192969799041748,178.96647730790255,0
600,196,1,0.4132215976715088,156.27219842313605,0
400,256,1,0.37273478507995605,190.2761151589973,0
600,128,-1,0.5235116481781006,155.72411502397438,0
500,64,-1,0.40326952934265137,64.76109943476871,0
300,196,-1,0.459012508392334,119.85407794480753,0
400,196,-1,0.41831541061401367,142.84257068535277,0
500,128,1,0.42763400077819824,116.9700816448377,0
400,128,1,0.39426612854003906,118.69709347747316,0
500,196,1,0.36002659797668457,138.62178760930766,0
600,64,1,0.4014594554901123,55.78530272392541,0
300,196,1,0.40766310691833496,194.1391253714717,0
400,196,1,0.6740319728851318,164.6572197020222,1
500,196,-1,0.44240593910217285,191.4001044931794,0
300,128,-1,0.4361295700073242,60.37383539249432,0
600,256,1,0.4286539554595947,167.36188335460378,0
500,64,1,0.389479398727417,68.15423684555495,0
600,64,-1,1.1290061473846436,36.89173349139343,1
400,64,1,0.4791841506958008,53.0,0
300,256,1,0.3852815628051758,210.05951537600004,0
500,128,-1,0.45241332054138184,85.58621384311844,0
400,128,-1,0.3992800712585449,74.32361670424818,0
500,256,-1,0.38135504722595215,131.84839779079607,0
600,256,-1,0.4016733169555664,186.63868837944614,0
300,64,1,0.49285125732421875,30.610455730027933,0
300,256,-1,0.4241013526916504,117.39250401963491,0
600,196,-1,0.4324066638946533,132.27622613304328,0
400,64,-1,0.41194796562194824,74.62573282722254,0
400,256,-1,0.3863537311553955,112.0044641967453,0
